"user_id","customer_segment","customer_perk"
"555186","Silver","Free checked bag"
"524318","Casual web searcher","No perks"
"565459","Silver","Free checked bag"
"529501","Silver","Free checked bag"
"521859","Silver","Free checked bag"
"552734","Silver","Free checked bag"
"489802","Bronze","No cancellation fees"
"671368","Bronze","No cancellation fees"
"504892","Silver","Free checked bag"
"488827","Silver","Free checked bag"
"529019","Silver","Free checked bag"
"667981","Silver","Free checked bag"
"525615","Gold","Free hotel meal"
"520141","Silver","Free checked bag"
"647674","Silver","Free checked bag"
"596409","Bronze","No cancellation fees"
"576712","Blue","Exclusive discounts"
"536995","Bronze","No cancellation fees"
"494985","Silver","Free checked bag"
"552726","Blue","Exclusive discounts"
"592399","Gold","Free hotel meal"
"563221","Platinum","1 night free hotel with flight"
"565387","Bronze","No cancellation fees"
"520947","Silver","Free checked bag"
"524076","Silver","Free checked bag"
"559093","Gold","Free hotel meal"
"546648","Silver","Free checked bag"
"548222","Platinum","1 night free hotel with flight"
"543620","Casual web searcher","No perks"
"581438","Silver","Free checked bag"
"609683","Bronze","No cancellation fees"
"558138","Gold","Free hotel meal"
"564737","Bronze","No cancellation fees"
"600561","Bronze","No cancellation fees"
"512558","Bronze","No cancellation fees"
"645664","Blue","Exclusive discounts"
"601094","Casual web searcher","No perks"
"520152","Silver","Free checked bag"
"544256","Bronze","No cancellation fees"
"509324","Bronze","No cancellation fees"
"560978","Gold","Free hotel meal"
"596505","Platinum","1 night free hotel with flight"
"494441","Casual web searcher","No perks"
"505358","Silver","Free checked bag"
"548093","Blue","Exclusive discounts"
"499659","Blue","Exclusive discounts"
"550110","Silver","Free checked bag"
"488870","Gold","Free hotel meal"
"567906","Silver","Free checked bag"
"536810","Silver","Free checked bag"
"567950","Silver","Free checked bag"
"540973","Gold","Free hotel meal"
"546509","Silver","Free checked bag"
"554949","Casual web searcher","No perks"
"566953","Bronze","No cancellation fees"
"574206","Blue","Exclusive discounts"
"549361","Silver","Free checked bag"
"518612","Bronze","No cancellation fees"
"524200","Silver","Free checked bag"
"515240","Blue","Exclusive discounts"
"576231","Blue","Exclusive discounts"
"632461","Blue","Exclusive discounts"
"511638","Gold","Free hotel meal"
"499990","Silver","Free checked bag"
"521663","Casual web searcher","No perks"
"564377","Silver","Free checked bag"
"527850","Gold","Free hotel meal"
"552532","Blue","Exclusive discounts"
"648201","Casual web searcher","No perks"
"628671","Blue","Exclusive discounts"
"443453","Gold","Free hotel meal"
"551473","Blue","Exclusive discounts"
"521768","Silver","Free checked bag"
"515831","Bronze","No cancellation fees"
"577944","Blue","Exclusive discounts"
"566749","Casual web searcher","No perks"
"519561","Casual web searcher","No perks"
"534895","Bronze","No cancellation fees"
"512243","Silver","Free checked bag"
"516283","Gold","Free hotel meal"
"525879","Silver","Free checked bag"
"605004","Bronze","No cancellation fees"
"565275","Blue","Exclusive discounts"
"613941","Silver","Free checked bag"
"735029","Bronze","No cancellation fees"
"520603","Casual web searcher","No perks"
"523098","Silver","Free checked bag"
"525405","Bronze","No cancellation fees"
"531109","Silver","Free checked bag"
"519893","Silver","Free checked bag"
"505062","Silver","Free checked bag"
"517392","Silver","Free checked bag"
"550229","Bronze","No cancellation fees"
"585832","Bronze","No cancellation fees"
"524607","Gold","Free hotel meal"
"550482","Casual web searcher","No perks"
"659744","Gold","Free hotel meal"
"555203","Blue","Exclusive discounts"
"399799","Gold","Free hotel meal"
"516593","Silver","Free checked bag"
"530775","Silver","Free checked bag"
"431144","Bronze","No cancellation fees"
"508938","Silver","Free checked bag"
"485260","Bronze","No cancellation fees"
"526062","Silver","Free checked bag"
"417679","Silver","Free checked bag"
"518726","Bronze","No cancellation fees"
"695132","Bronze","No cancellation fees"
"515058","Gold","Free hotel meal"
"635303","Platinum","1 night free hotel with flight"
"539669","Blue","Exclusive discounts"
"544425","Casual web searcher","No perks"
"613383","Bronze","No cancellation fees"
"527508","Silver","Free checked bag"
"563679","Casual web searcher","No perks"
"520307","Gold","Free hotel meal"
"526959","Silver","Free checked bag"
"503049","Casual web searcher","No perks"
"563021","Blue","Exclusive discounts"
"536275","Blue","Exclusive discounts"
"579021","Blue","Exclusive discounts"
"652040","Bronze","No cancellation fees"
"542270","Silver","Free checked bag"
"515586","Silver","Free checked bag"
"226367","Silver","Free checked bag"
"531834","Blue","Exclusive discounts"
"517549","Platinum","1 night free hotel with flight"
"609228","Gold","Free hotel meal"
"648852","Blue","Exclusive discounts"
"516694","Bronze","No cancellation fees"
"492211","Bronze","No cancellation fees"
"545327","Bronze","No cancellation fees"
"594123","Bronze","No cancellation fees"
"568416","Blue","Exclusive discounts"
"558920","Gold","Free hotel meal"
"496566","Gold","Free hotel meal"
"520882","Blue","Exclusive discounts"
"594238","Bronze","No cancellation fees"
"518865","Silver","Free checked bag"
"529224","Platinum","1 night free hotel with flight"
"520225","Silver","Free checked bag"
"520188","Bronze","No cancellation fees"
"595026","Silver","Free checked bag"
"482621","Bronze","No cancellation fees"
"439363","Silver","Free checked bag"
"519896","Platinum","1 night free hotel with flight"
"597029","Silver","Free checked bag"
"528743","Silver","Free checked bag"
"526239","Bronze","No cancellation fees"
"520708","Bronze","No cancellation fees"
"530315","Bronze","No cancellation fees"
"539384","Bronze","No cancellation fees"
"544449","Silver","Free checked bag"
"546061","Gold","Free hotel meal"
"633183","Gold","Free hotel meal"
"656708","Bronze","No cancellation fees"
"638237","Casual web searcher","No perks"
"541235","Bronze","No cancellation fees"
"471649","Blue","Exclusive discounts"
"558852","Casual web searcher","No perks"
"530666","Bronze","No cancellation fees"
"512801","Gold","Free hotel meal"
"577381","Casual web searcher","No perks"
"554357","Casual web searcher","No perks"
"508096","Gold","Free hotel meal"
"593401","Blue","Exclusive discounts"
"581461","Blue","Exclusive discounts"
"516697","Blue","Exclusive discounts"
"566173","Bronze","No cancellation fees"
"618664","Blue","Exclusive discounts"
"578993","Bronze","No cancellation fees"
"602921","Bronze","No cancellation fees"
"559834","Blue","Exclusive discounts"
"522201","Blue","Exclusive discounts"
"570945","Blue","Exclusive discounts"
"354311","Bronze","No cancellation fees"
"536782","Silver","Free checked bag"
"619520","Blue","Exclusive discounts"
"507207","Blue","Exclusive discounts"
"511424","Bronze","No cancellation fees"
"562886","Silver","Free checked bag"
"651491","Silver","Free checked bag"
"512463","Silver","Free checked bag"
"558513","Bronze","No cancellation fees"
"582446","Bronze","No cancellation fees"
"511298","Silver","Free checked bag"
"536467","Blue","Exclusive discounts"
"471161","Silver","Free checked bag"
"516507","Bronze","No cancellation fees"
"547180","Bronze","No cancellation fees"
"520248","Silver","Free checked bag"
"651201","Silver","Free checked bag"
"534380","Bronze","No cancellation fees"
"535896","Bronze","No cancellation fees"
"483603","Bronze","No cancellation fees"
"535595","Silver","Free checked bag"
"638580","Blue","Exclusive discounts"
"606762","Gold","Free hotel meal"
"532650","Gold","Free hotel meal"
"540014","Gold","Free hotel meal"
"555187","Casual web searcher","No perks"
"565251","Bronze","No cancellation fees"
"485544","Platinum","1 night free hotel with flight"
"521298","Platinum","1 night free hotel with flight"
"698291","Bronze","No cancellation fees"
"522633","Silver","Free checked bag"
"490040","Bronze","No cancellation fees"
"381259","Blue","Exclusive discounts"
"516118","Bronze","No cancellation fees"
"547006","Bronze","No cancellation fees"
"519285","Gold","Free hotel meal"
"510172","Gold","Free hotel meal"
"517076","Silver","Free checked bag"
"656850","Casual web searcher","No perks"
"522265","Gold","Free hotel meal"
"524842","Blue","Exclusive discounts"
"573704","Silver","Free checked bag"
"566735","Silver","Free checked bag"
"541612","Silver","Free checked bag"
"513242","Blue","Exclusive discounts"
"537212","Blue","Exclusive discounts"
"622418","Bronze","No cancellation fees"
"431337","Silver","Free checked bag"
"524644","Silver","Free checked bag"
"489852","Bronze","No cancellation fees"
"586876","Gold","Free hotel meal"
"514461","Silver","Free checked bag"
"560991","Silver","Free checked bag"
"590843","Blue","Exclusive discounts"
"484987","Gold","Free hotel meal"
"474261","Gold","Free hotel meal"
"523256","Silver","Free checked bag"
"542153","Blue","Exclusive discounts"
"511805","Silver","Free checked bag"
"617878","Silver","Free checked bag"
"544685","Bronze","No cancellation fees"
"608970","Bronze","No cancellation fees"
"589812","Blue","Exclusive discounts"
"544680","Platinum","1 night free hotel with flight"
"510270","Blue","Exclusive discounts"
"555492","Bronze","No cancellation fees"
"616950","Bronze","No cancellation fees"
"520539","Silver","Free checked bag"
"604982","Silver","Free checked bag"
"614814","Blue","Exclusive discounts"
"524834","Bronze","No cancellation fees"
"645415","Blue","Exclusive discounts"
"573922","Bronze","No cancellation fees"
"518696","Blue","Exclusive discounts"
"575908","Bronze","No cancellation fees"
"511364","Silver","Free checked bag"
"535063","Bronze","No cancellation fees"
"583499","Silver","Free checked bag"
"586096","Silver","Free checked bag"
"528020","Silver","Free checked bag"
"537776","Blue","Exclusive discounts"
"543126","Bronze","No cancellation fees"
"338086","Blue","Exclusive discounts"
"556119","Bronze","No cancellation fees"
"523866","Silver","Free checked bag"
"549303","Bronze","No cancellation fees"
"509272","Blue","Exclusive discounts"
"500078","Blue","Exclusive discounts"
"608727","Silver","Free checked bag"
"547834","Casual web searcher","No perks"
"688312","Casual web searcher","No perks"
"643324","Casual web searcher","No perks"
"532941","Silver","Free checked bag"
"579404","Silver","Free checked bag"
"512392","Silver","Free checked bag"
"506234","Silver","Free checked bag"
"516732","Gold","Free hotel meal"
"500493","Bronze","No cancellation fees"
"543240","Gold","Free hotel meal"
"555587","Platinum","1 night free hotel with flight"
"602962","Silver","Free checked bag"
"557307","Bronze","No cancellation fees"
"517743","Silver","Free checked bag"
"520844","Blue","Exclusive discounts"
"544008","Silver","Free checked bag"
"520902","Bronze","No cancellation fees"
"600833","Blue","Exclusive discounts"
"564364","Bronze","No cancellation fees"
"546127","Silver","Free checked bag"
"511998","Blue","Exclusive discounts"
"580515","Platinum","1 night free hotel with flight"
"556043","Bronze","No cancellation fees"
"581343","Gold","Free hotel meal"
"539008","Silver","Free checked bag"
"538069","Platinum","1 night free hotel with flight"
"589489","Platinum","1 night free hotel with flight"
"714565","Gold","Free hotel meal"
"495727","Platinum","1 night free hotel with flight"
"516704","Silver","Free checked bag"
"651018","Blue","Exclusive discounts"
"510754","Gold","Free hotel meal"
"608866","Blue","Exclusive discounts"
"618088","Platinum","1 night free hotel with flight"
"500773","Gold","Free hotel meal"
"528193","Silver","Free checked bag"
"469418","Casual web searcher","No perks"
"512063","Bronze","No cancellation fees"
"549290","Blue","Exclusive discounts"
"575253","Gold","Free hotel meal"
"519312","Casual web searcher","No perks"
"676043","Casual web searcher","No perks"
"546419","Gold","Free hotel meal"
"532361","Silver","Free checked bag"
"530667","Platinum","1 night free hotel with flight"
"220725","Gold","Free hotel meal"
"541061","Blue","Exclusive discounts"
"556199","Casual web searcher","No perks"
"534903","Platinum","1 night free hotel with flight"
"564699","Silver","Free checked bag"
"545209","Silver","Free checked bag"
"523887","Blue","Exclusive discounts"
"540642","Blue","Exclusive discounts"
"534793","Blue","Exclusive discounts"
"645933","Bronze","No cancellation fees"
"606456","Casual web searcher","No perks"
"531204","Gold","Free hotel meal"
"512999","Bronze","No cancellation fees"
"503042","Bronze","No cancellation fees"
"619218","Blue","Exclusive discounts"
"587195","Bronze","No cancellation fees"
"508946","Gold","Free hotel meal"
"649378","Platinum","1 night free hotel with flight"
"512266","Silver","Free checked bag"
"563162","Gold","Free hotel meal"
"518041","Blue","Exclusive discounts"
"527445","Casual web searcher","No perks"
"510243","Silver","Free checked bag"
"496382","Silver","Free checked bag"
"549608","Casual web searcher","No perks"
"542012","Silver","Free checked bag"
"224996","Bronze","No cancellation fees"
"535497","Casual web searcher","No perks"
"490107","Gold","Free hotel meal"
"618201","Bronze","No cancellation fees"
"508546","Silver","Free checked bag"
"519353","Blue","Exclusive discounts"
"550599","Blue","Exclusive discounts"
"577598","Silver","Free checked bag"
"581721","Platinum","1 night free hotel with flight"
"591478","Blue","Exclusive discounts"
"500972","Silver","Free checked bag"
"517715","Bronze","No cancellation fees"
"587483","Gold","Free hotel meal"
"516152","Bronze","No cancellation fees"
"519079","Gold","Free hotel meal"
"572826","Bronze","No cancellation fees"
"534798","Silver","Free checked bag"
"552642","Gold","Free hotel meal"
"559469","Silver","Free checked bag"
"560015","Bronze","No cancellation fees"
"610395","Gold","Free hotel meal"
"541540","Bronze","No cancellation fees"
"522911","Casual web searcher","No perks"
"520733","Silver","Free checked bag"
"542796","Bronze","No cancellation fees"
"538677","Bronze","No cancellation fees"
"600886","Gold","Free hotel meal"
"514830","Bronze","No cancellation fees"
"511260","Bronze","No cancellation fees"
"514689","Bronze","No cancellation fees"
"522375","Gold","Free hotel meal"
"627475","Casual web searcher","No perks"
"543038","Silver","Free checked bag"
"521033","Silver","Free checked bag"
"560627","Platinum","1 night free hotel with flight"
"540941","Bronze","No cancellation fees"
"514384","Bronze","No cancellation fees"
"581385","Blue","Exclusive discounts"
"531971","Blue","Exclusive discounts"
"544747","Gold","Free hotel meal"
"281952","Silver","Free checked bag"
"514023","Silver","Free checked bag"
"590095","Bronze","No cancellation fees"
"530978","Platinum","1 night free hotel with flight"
"530687","Silver","Free checked bag"
"522086","Blue","Exclusive discounts"
"472614","Bronze","No cancellation fees"
"514315","Bronze","No cancellation fees"
"509302","Blue","Exclusive discounts"
"576370","Gold","Free hotel meal"
"565915","Blue","Exclusive discounts"
"598526","Blue","Exclusive discounts"
"519955","Blue","Exclusive discounts"
"519687","Casual web searcher","No perks"
"565511","Bronze","No cancellation fees"
"545958","Blue","Exclusive discounts"
"664119","Blue","Exclusive discounts"
"532607","Silver","Free checked bag"
"550703","Blue","Exclusive discounts"
"642786","Silver","Free checked bag"
"610338","Bronze","No cancellation fees"
"614632","Blue","Exclusive discounts"
"531735","Casual web searcher","No perks"
"592372","Bronze","No cancellation fees"
"593020","Bronze","No cancellation fees"
"510213","Bronze","No cancellation fees"
"514342","Platinum","1 night free hotel with flight"
"606041","Blue","Exclusive discounts"
"491182","Silver","Free checked bag"
"490608","Silver","Free checked bag"
"665746","Bronze","No cancellation fees"
"559112","Gold","Free hotel meal"
"403881","Silver","Free checked bag"
"528942","Gold","Free hotel meal"
"529284","Casual web searcher","No perks"
"595958","Silver","Free checked bag"
"595122","Bronze","No cancellation fees"
"547613","Gold","Free hotel meal"
"539460","Silver","Free checked bag"
"523756","Platinum","1 night free hotel with flight"
"565212","Silver","Free checked bag"
"608786","Casual web searcher","No perks"
"654395","Blue","Exclusive discounts"
"570746","Silver","Free checked bag"
"619432","Silver","Free checked bag"
"514627","Silver","Free checked bag"
"588386","Bronze","No cancellation fees"
"636078","Silver","Free checked bag"
"513569","Blue","Exclusive discounts"
"592378","Bronze","No cancellation fees"
"572992","Platinum","1 night free hotel with flight"
"517653","Bronze","No cancellation fees"
"517676","Silver","Free checked bag"
"531868","Silver","Free checked bag"
"507435","Gold","Free hotel meal"
"651274","Casual web searcher","No perks"
"594985","Silver","Free checked bag"
"555698","Silver","Free checked bag"
"613275","Silver","Free checked bag"
"624215","Silver","Free checked bag"
"495482","Gold","Free hotel meal"
"582320","Bronze","No cancellation fees"
"554724","Blue","Exclusive discounts"
"535341","Platinum","1 night free hotel with flight"
"521474","Silver","Free checked bag"
"513233","Gold","Free hotel meal"
"511609","Bronze","No cancellation fees"
"502435","Bronze","No cancellation fees"
"620033","Bronze","No cancellation fees"
"598687","Silver","Free checked bag"
"566996","Bronze","No cancellation fees"
"520440","Casual web searcher","No perks"
"571566","Platinum","1 night free hotel with flight"
"587470","Blue","Exclusive discounts"
"516571","Platinum","1 night free hotel with flight"
"515751","Gold","Free hotel meal"
"516620","Casual web searcher","No perks"
"545634","Silver","Free checked bag"
"600163","Blue","Exclusive discounts"
"474951","Bronze","No cancellation fees"
"514526","Platinum","1 night free hotel with flight"
"591328","Casual web searcher","No perks"
"575677","Silver","Free checked bag"
"527365","Blue","Exclusive discounts"
"539140","Gold","Free hotel meal"
"548189","Silver","Free checked bag"
"532653","Platinum","1 night free hotel with flight"
"573365","Bronze","No cancellation fees"
"566097","Casual web searcher","No perks"
"524821","Gold","Free hotel meal"
"539267","Blue","Exclusive discounts"
"583023","Gold","Free hotel meal"
"684764","Bronze","No cancellation fees"
"576272","Silver","Free checked bag"
"647862","Blue","Exclusive discounts"
"502875","Silver","Free checked bag"
"609221","Bronze","No cancellation fees"
"613252","Casual web searcher","No perks"
"684806","Bronze","No cancellation fees"
"511326","Silver","Free checked bag"
"552597","Silver","Free checked bag"
"560508","Bronze","No cancellation fees"
"567849","Gold","Free hotel meal"
"510822","Gold","Free hotel meal"
"692510","Silver","Free checked bag"
"511665","Blue","Exclusive discounts"
"614668","Blue","Exclusive discounts"
"533497","Silver","Free checked bag"
"521743","Gold","Free hotel meal"
"511554","Blue","Exclusive discounts"
"570215","Gold","Free hotel meal"
"607152","Silver","Free checked bag"
"585492","Bronze","No cancellation fees"
"526443","Blue","Exclusive discounts"
"527075","Silver","Free checked bag"
"628752","Bronze","No cancellation fees"
"565935","Silver","Free checked bag"
"582326","Silver","Free checked bag"
"676373","Blue","Exclusive discounts"
"515139","Silver","Free checked bag"
"454616","Bronze","No cancellation fees"
"563489","Silver","Free checked bag"
"549992","Bronze","No cancellation fees"
"526435","Casual web searcher","No perks"
"559537","Silver","Free checked bag"
"551116","Bronze","No cancellation fees"
"581412","Bronze","No cancellation fees"
"521187","Casual web searcher","No perks"
"435669","Blue","Exclusive discounts"
"595386","Silver","Free checked bag"
"510326","Platinum","1 night free hotel with flight"
"792549","Gold","Free hotel meal"
"573807","Blue","Exclusive discounts"
"588893","Bronze","No cancellation fees"
"525265","Silver","Free checked bag"
"547966","Blue","Exclusive discounts"
"495273","Platinum","1 night free hotel with flight"
"515421","Bronze","No cancellation fees"
"584843","Bronze","No cancellation fees"
"486270","Silver","Free checked bag"
"564620","Platinum","1 night free hotel with flight"
"511570","Silver","Free checked bag"
"627176","Silver","Free checked bag"
"564312","Gold","Free hotel meal"
"561665","Blue","Exclusive discounts"
"596222","Gold","Free hotel meal"
"513683","Silver","Free checked bag"
"590230","Silver","Free checked bag"
"602827","Gold","Free hotel meal"
"542706","Blue","Exclusive discounts"
"636966","Silver","Free checked bag"
"552314","Silver","Free checked bag"
"534333","Blue","Exclusive discounts"
"638874","Bronze","No cancellation fees"
"498500","Silver","Free checked bag"
"544043","Gold","Free hotel meal"
"521885","Bronze","No cancellation fees"
"477597","Blue","Exclusive discounts"
"525842","Gold","Free hotel meal"
"536000","Silver","Free checked bag"
"523807","Blue","Exclusive discounts"
"477805","Blue","Exclusive discounts"
"543666","Bronze","No cancellation fees"
"763129","Blue","Exclusive discounts"
"526925","Gold","Free hotel meal"
"595171","Bronze","No cancellation fees"
"498287","Silver","Free checked bag"
"553901","Platinum","1 night free hotel with flight"
"546072","Platinum","1 night free hotel with flight"
"516614","Gold","Free hotel meal"
"606283","Blue","Exclusive discounts"
"569792","Bronze","No cancellation fees"
"632988","Silver","Free checked bag"
"547823","Platinum","1 night free hotel with flight"
"555030","Bronze","No cancellation fees"
"515514","Casual web searcher","No perks"
"544333","Casual web searcher","No perks"
"407275","Gold","Free hotel meal"
"614092","Blue","Exclusive discounts"
"599065","Bronze","No cancellation fees"
"509221","Silver","Free checked bag"
"555108","Gold","Free hotel meal"
"597836","Silver","Free checked bag"
"543075","Blue","Exclusive discounts"
"546612","Blue","Exclusive discounts"
"517579","Blue","Exclusive discounts"
"533404","Silver","Free checked bag"
"586344","Blue","Exclusive discounts"
"538084","Bronze","No cancellation fees"
"509435","Platinum","1 night free hotel with flight"
"521392","Blue","Exclusive discounts"
"498199","Gold","Free hotel meal"
"516086","Blue","Exclusive discounts"
"603635","Platinum","1 night free hotel with flight"
"584001","Bronze","No cancellation fees"
"519725","Blue","Exclusive discounts"
"579783","Casual web searcher","No perks"
"463652","Bronze","No cancellation fees"
"714166","Blue","Exclusive discounts"
"565240","Casual web searcher","No perks"
"671367","Silver","Free checked bag"
"512024","Bronze","No cancellation fees"
"322867","Blue","Exclusive discounts"
"496286","Bronze","No cancellation fees"
"489949","Silver","Free checked bag"
"689037","Silver","Free checked bag"
"523146","Silver","Free checked bag"
"538915","Silver","Free checked bag"
"574465","Bronze","No cancellation fees"
"538270","Bronze","No cancellation fees"
"704652","Bronze","No cancellation fees"
"499366","Silver","Free checked bag"
"539919","Gold","Free hotel meal"
"525227","Gold","Free hotel meal"
"518971","Blue","Exclusive discounts"
"533985","Bronze","No cancellation fees"
"525053","Gold","Free hotel meal"
"524650","Blue","Exclusive discounts"
"540857","Casual web searcher","No perks"
"586257","Casual web searcher","No perks"
"541083","Blue","Exclusive discounts"
"538883","Blue","Exclusive discounts"
"380874","Silver","Free checked bag"
"489844","Gold","Free hotel meal"
"543052","Bronze","No cancellation fees"
"380949","Gold","Free hotel meal"
"527886","Silver","Free checked bag"
"582723","Platinum","1 night free hotel with flight"
"544647","Blue","Exclusive discounts"
"633972","Casual web searcher","No perks"
"592707","Bronze","No cancellation fees"
"519853","Blue","Exclusive discounts"
"591271","Casual web searcher","No perks"
"513422","Blue","Exclusive discounts"
"524057","Blue","Exclusive discounts"
"671066","Blue","Exclusive discounts"
"531967","Casual web searcher","No perks"
"512301","Gold","Free hotel meal"
"540664","Bronze","No cancellation fees"
"459486","Bronze","No cancellation fees"
"515409","Bronze","No cancellation fees"
"642820","Blue","Exclusive discounts"
"600648","Platinum","1 night free hotel with flight"
"616692","Bronze","No cancellation fees"
"515947","Blue","Exclusive discounts"
"549777","Blue","Exclusive discounts"
"558362","Gold","Free hotel meal"
"516456","Gold","Free hotel meal"
"524572","Gold","Free hotel meal"
"557956","Gold","Free hotel meal"
"598881","Platinum","1 night free hotel with flight"
"513289","Bronze","No cancellation fees"
"623850","Gold","Free hotel meal"
"522111","Silver","Free checked bag"
"608039","Bronze","No cancellation fees"
"556417","Casual web searcher","No perks"
"547938","Blue","Exclusive discounts"
"513103","Silver","Free checked bag"
"641012","Gold","Free hotel meal"
"538944","Platinum","1 night free hotel with flight"
"627729","Casual web searcher","No perks"
"594914","Silver","Free checked bag"
"553645","Silver","Free checked bag"
"572290","Bronze","No cancellation fees"
"499669","Blue","Exclusive discounts"
"513402","Bronze","No cancellation fees"
"568060","Gold","Free hotel meal"
"652003","Casual web searcher","No perks"
"574071","Gold","Free hotel meal"
"535459","Gold","Free hotel meal"
"643714","Bronze","No cancellation fees"
"566059","Platinum","1 night free hotel with flight"
"440212","Blue","Exclusive discounts"
"532215","Silver","Free checked bag"
"695094","Blue","Exclusive discounts"
"574489","Blue","Exclusive discounts"
"515854","Blue","Exclusive discounts"
"590404","Bronze","No cancellation fees"
"557815","Silver","Free checked bag"
"554560","Bronze","No cancellation fees"
"515020","Silver","Free checked bag"
"538350","Blue","Exclusive discounts"
"551685","Blue","Exclusive discounts"
"577180","Gold","Free hotel meal"
"448467","Blue","Exclusive discounts"
"537659","Blue","Exclusive discounts"
"575459","Platinum","1 night free hotel with flight"
"504435","Silver","Free checked bag"
"496016","Silver","Free checked bag"
"500828","Gold","Free hotel meal"
"722939","Bronze","No cancellation fees"
"623691","Bronze","No cancellation fees"
"589259","Silver","Free checked bag"
"519747","Platinum","1 night free hotel with flight"
"512294","Bronze","No cancellation fees"
"460181","Bronze","No cancellation fees"
"557108","Blue","Exclusive discounts"
"598069","Gold","Free hotel meal"
"561846","Silver","Free checked bag"
"518925","Blue","Exclusive discounts"
"519211","Gold","Free hotel meal"
"551032","Gold","Free hotel meal"
"612220","Blue","Exclusive discounts"
"589822","Casual web searcher","No perks"
"565114","Gold","Free hotel meal"
"584217","Casual web searcher","No perks"
"615749","Silver","Free checked bag"
"664998","Bronze","No cancellation fees"
"573698","Bronze","No cancellation fees"
"530585","Silver","Free checked bag"
"573564","Silver","Free checked bag"
"557282","Blue","Exclusive discounts"
"517064","Silver","Free checked bag"
"550752","Blue","Exclusive discounts"
"512887","Silver","Free checked bag"
"541505","Silver","Free checked bag"
"413418","Silver","Free checked bag"
"510343","Silver","Free checked bag"
"561386","Silver","Free checked bag"
"541150","Silver","Free checked bag"
"526036","Casual web searcher","No perks"
"552775","Silver","Free checked bag"
"526855","Silver","Free checked bag"
"521865","Silver","Free checked bag"
"528930","Blue","Exclusive discounts"
"471186","Blue","Exclusive discounts"
"590397","Blue","Exclusive discounts"
"548743","Bronze","No cancellation fees"
"520532","Silver","Free checked bag"
"562516","Casual web searcher","No perks"
"536763","Blue","Exclusive discounts"
"576373","Platinum","1 night free hotel with flight"
"519885","Silver","Free checked bag"
"512680","Bronze","No cancellation fees"
"524180","Platinum","1 night free hotel with flight"
"555135","Silver","Free checked bag"
"514261","Bronze","No cancellation fees"
"522687","Silver","Free checked bag"
"557314","Platinum","1 night free hotel with flight"
"477730","Platinum","1 night free hotel with flight"
"538457","Gold","Free hotel meal"
"563059","Platinum","1 night free hotel with flight"
"523842","Silver","Free checked bag"
"576677","Silver","Free checked bag"
"502353","Platinum","1 night free hotel with flight"
"389662","Silver","Free checked bag"
"471946","Blue","Exclusive discounts"
"528967","Silver","Free checked bag"
"501322","Silver","Free checked bag"
"528137","Casual web searcher","No perks"
"491925","Platinum","1 night free hotel with flight"
"566432","Silver","Free checked bag"
"551359","Silver","Free checked bag"
"487858","Silver","Free checked bag"
"509024","Bronze","No cancellation fees"
"741773","Blue","Exclusive discounts"
"524046","Platinum","1 night free hotel with flight"
"555193","Bronze","No cancellation fees"
"672112","Silver","Free checked bag"
"510061","Gold","Free hotel meal"
"521031","Platinum","1 night free hotel with flight"
"542418","Bronze","No cancellation fees"
"551935","Blue","Exclusive discounts"
"530581","Blue","Exclusive discounts"
"580212","Silver","Free checked bag"
"558388","Silver","Free checked bag"
"644784","Blue","Exclusive discounts"
"532627","Casual web searcher","No perks"
"515802","Platinum","1 night free hotel with flight"
"551331","Silver","Free checked bag"
"525389","Blue","Exclusive discounts"
"572397","Casual web searcher","No perks"
"627518","Bronze","No cancellation fees"
"557107","Platinum","1 night free hotel with flight"
"526032","Casual web searcher","No perks"
"551914","Blue","Exclusive discounts"
"591155","Blue","Exclusive discounts"
"519912","Silver","Free checked bag"
"523686","Bronze","No cancellation fees"
"546702","Bronze","No cancellation fees"
"374331","Blue","Exclusive discounts"
"510828","Casual web searcher","No perks"
"560065","Silver","Free checked bag"
"510155","Bronze","No cancellation fees"
"555478","Platinum","1 night free hotel with flight"
"538260","Platinum","1 night free hotel with flight"
"533283","Silver","Free checked bag"
"567211","Bronze","No cancellation fees"
"516789","Platinum","1 night free hotel with flight"
"524615","Silver","Free checked bag"
"525106","Bronze","No cancellation fees"
"552760","Gold","Free hotel meal"
"521904","Blue","Exclusive discounts"
"509822","Silver","Free checked bag"
"555058","Bronze","No cancellation fees"
"528461","Casual web searcher","No perks"
"514684","Casual web searcher","No perks"
"592366","Gold","Free hotel meal"
"610905","Casual web searcher","No perks"
"638162","Gold","Free hotel meal"
"603296","Silver","Free checked bag"
"518956","Bronze","No cancellation fees"
"526174","Bronze","No cancellation fees"
"601158","Blue","Exclusive discounts"
"590420","Gold","Free hotel meal"
"535746","Silver","Free checked bag"
"555850","Bronze","No cancellation fees"
"528158","Silver","Free checked bag"
"556111","Platinum","1 night free hotel with flight"
"565076","Casual web searcher","No perks"
"543339","Platinum","1 night free hotel with flight"
"540415","Blue","Exclusive discounts"
"442819","Blue","Exclusive discounts"
"517700","Silver","Free checked bag"
"538703","Bronze","No cancellation fees"
"578549","Silver","Free checked bag"
"629877","Blue","Exclusive discounts"
"652190","Casual web searcher","No perks"
"633235","Blue","Exclusive discounts"
"543385","Platinum","1 night free hotel with flight"
"566061","Silver","Free checked bag"
"513776","Blue","Exclusive discounts"
"525332","Platinum","1 night free hotel with flight"
"528046","Blue","Exclusive discounts"
"686165","Silver","Free checked bag"
